ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Timestamp,VehicleTypeEncoded,TrafficEncoded
9191,Others-CCCPS105a,2009,26.14747299,91.72804914,1424,bike,average,6,0,04-10-2016,11:25:00,2016-10-04 11:25:00,1,0
2631,BHMEURBRD01,470,26.14901995,91.7395035,464,car,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,2,0
15751,Others-CCCPS98,3103,26.14749998,91.72797778,1241,truck,high,9,0,04-10-2016,11:25:00,2016-10-04 11:25:00,3,3
11815,Others-CCCPS135a,3883,26.14749943,91.72800489,3221,truck,average,7,0,04-10-2016,11:25:00,2016-10-04 11:25:00,3,0
3943,BHMMBMMBX01,687,20.0000347,78.00000286,604,bike,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,1,0
10503,Others-CCCPS119a,2803,26.14754061,91.72797041,588,truck,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,3,0
1319,BHMBCCTHL01,387,26.14449459,91.73620513,324,bike,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,1,0
6567,BHMNCPNST01,485,26.14004753,91.73097233,373,truck,high,7,0,04-10-2016,11:25:00,2016-10-04 11:25:00,3,3
7879,Broad Street,690,26.13795775,91.74099445,672,car,average,6,0,04-10-2016,11:25:00,2016-10-04 11:25:00,2,0
15752,Others-CCCPS98,3103,26.14749998,91.72797778,1288,bike,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,1,0
11816,Others-CCCPS135a,3883,26.14749943,91.72800489,3248,bike,average,7,0,04-10-2016,11:59:00,2016-10-04 11:59:00,1,0
8,BHMBCCMKT01,577,26.14453614,91.73617216,259,cycle,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,0,0
13128,Others-CCCPS202,2937,26.14749053,91.72799688,1390,car,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,0
10504,Others-CCCPS119a,2803,26.14754061,91.72797041,605,car,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,0
1320,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,0
9192,Others-CCCPS105a,2009,26.14747299,91.72804914,1470,bike,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,1,0
14440,Others-CCCPS8,1322,26.14754886,91.72799519,836,car,high,8,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,3
7880,Broad Street,690,26.13795775,91.74099445,677,car,high,7,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,3
17064,Shopping,1920,26.15050395,91.73353109,1447,car,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,0
6568,BHMNCPNST01,485,26.14004753,91.73097233,381,car,high,7,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,3
5256,BHMNCPHST01,1200,26.14001386,91.73099967,771,car,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,0
3944,BHMMBMMBX01,687,20.0000347,78.00000286,634,bike,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,1,0
2632,BHMEURBRD01,470,26.14901995,91.7395035,460,bike,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,1,0
17065,Shopping,1920,26.15050395,91.73353109,1460,cycle,high,10,0,04-10-2016,12:29:00,2016-10-04 12:29:00,0,3
11817,Others-CCCPS135a,3883,26.14749943,91.72800489,3251,car,high,11,0,04-10-2016,12:29:00,2016-10-04 12:29:00,2,3
9,BHMBCCMKT01,577,26.14453614,91.73617216,266,bike,high,8,0,04-10-2016,12:29:00,2016-10-04 12:29:00,1,3
13129,Others-CCCPS202,2937,26.14749053,91.72799688,1397,car,high,10,0,04-10-2016,12:29:00,2016-10-04 12:29:00,2,3
5257,BHMNCPHST01,1200,26.14001386,91.73099967,779,cycle,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,0,3
9193,Others-CCCPS105a,2009,26.14747299,91.72804914,1484,car,high,10,0,04-10-2016,12:29:00,2016-10-04 12:29:00,2,3
2633,BHMEURBRD01,470,26.14901995,91.7395035,464,car,high,8,0,04-10-2016,12:29:00,2016-10-04 12:29:00,2,3
10505,Others-CCCPS119a,2803,26.14754061,91.72797041,604,car,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,2,3
7881,Broad Street,690,26.13795775,91.74099445,683,car,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,2,3
1321,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,high,8,0,04-10-2016,12:29:00,2016-10-04 12:29:00,2,3
3945,BHMMBMMBX01,687,20.0000347,78.00000286,648,bike,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,1,3
15753,Others-CCCPS98,3103,26.14749998,91.72797778,1297,truck,high,10,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3,3
14441,Others-CCCPS8,1322,26.14754886,91.72799519,836,car,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,2,3
6569,BHMNCPNST01,485,26.14004753,91.73097233,379,car,average,6,0,04-10-2016,12:29:00,2016-10-04 12:29:00,2,0
6570,BHMNCPNST01,485,26.14004753,91.73097233,374,bike,high,8,0,04-10-2016,12:56:00,2016-10-04 12:56:00,1,3
17066,Shopping,1920,26.15050395,91.73353109,1448,car,high,9,0,04-10-2016,13:02:00,2016-10-04 13:02:00,2,3
14442,Others-CCCPS8,1322,26.14754886,91.72799519,810,car,high,8,0,04-10-2016,13:02:00,2016-10-04 13:02:00,2,3
11818,Others-CCCPS135a,3883,26.14749943,91.72800489,3232,car,high,10,0,04-10-2016,13:02:00,2016-10-04 13:02:00,2,3
10,BHMBCCMKT01,577,26.14453614,91.73617216,269,car,high,7,0,04-10-2016,13:02:00,2016-10-04 13:02:00,2,3
15754,Others-CCCPS98,3103,26.14749998,91.72797778,1288,bike,high,9,0,04-10-2016,13:02:00,2016-10-04 13:02:00,1,3
7882,Broad Street,690,26.13795775,91.74099445,660,bike,high,8,0,04-10-2016,13:02:00,2016-10-04 13:02:00,1,3
1322,BHMBCCTHL01,387,26.14449459,91.73620513,333,car,high,7,0,04-10-2016,13:02:00,2016-10-04 13:02:00,2,3
9194,Others-CCCPS105a,2009,26.14747299,91.72804914,1461,bike,high,8,0,04-10-2016,13:02:00,2016-10-04 13:02:00,1,3
2634,BHMEURBRD01,470,26.14901995,91.7395035,458,car,high,8,0,04-10-2016,13:02:00,2016-10-04 13:02:00,2,3
3946,BHMMBMMBX01,687,20.0000347,78.00000286,651,truck,average,6,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3,0
13130,Others-CCCPS202,2937,26.14749053,91.72799688,1367,car,high,9,0,04-10-2016,13:02:00,2016-10-04 13:02:00,2,3
5258,BHMNCPHST01,1200,26.14001386,91.73099967,773,truck,high,7,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3,3
10506,Others-CCCPS119a,2803,26.14754061,91.72797041,596,car,high,8,0,04-10-2016,13:02:00,2016-10-04 13:02:00,2,3
3947,BHMMBMMBX01,687,20.0000347,78.00000286,648,car,high,8,0,04-10-2016,13:29:00,2016-10-04 13:29:00,2,3
6571,BHMNCPNST01,485,26.14004753,91.73097233,375,bike,high,7,0,04-10-2016,13:29:00,2016-10-04 13:29:00,1,3
11,BHMBCCMKT01,577,26.14453614,91.73617216,263,car,high,7,0,04-10-2016,13:29:00,2016-10-04 13:29:00,2,3
5259,BHMNCPHST01,1200,26.14001386,91.73099967,758,car,average,6,0,04-10-2016,13:29:00,2016-10-04 13:29:00,2,0
10507,Others-CCCPS119a,2803,26.14754061,91.72797041,581,car,high,7,0,04-10-2016,13:29:00,2016-10-04 13:29:00,2,3
1323,BHMBCCTHL01,387,26.14449459,91.73620513,331,car,high,7,0,04-10-2016,13:29:00,2016-10-04 13:29:00,2,3
17067,Shopping,1920,26.15050395,91.73353109,1432,cycle,high,9,0,04-10-2016,13:29:00,2016-10-04 13:29:00,0,3
2635,BHMEURBRD01,470,26.14901995,91.7395035,450,car,high,8,0,04-10-2016,13:29:00,2016-10-04 13:29:00,2,3
11819,Others-CCCPS135a,3883,26.14749943,91.72800489,3184,bike,high,10,0,04-10-2016,13:29:00,2016-10-04 13:29:00,1,3
14443,Others-CCCPS8,1322,26.14754886,91.72799519,811,truck,high,8,0,04-10-2016,13:29:00,2016-10-04 13:29:00,3,3
9195,Others-CCCPS105a,2009,26.14747299,91.72804914,1459,car,high,8,0,04-10-2016,13:29:00,2016-10-04 13:29:00,2,3
7883,Broad Street,690,26.13795775,91.74099445,648,cycle,high,8,0,04-10-2016,13:29:00,2016-10-04 13:29:00,0,3
13131,Others-CCCPS202,2937,26.14749053,91.72799688,1360,car,high,9,0,04-10-2016,13:29:00,2016-10-04 13:29:00,2,3
15755,Others-CCCPS98,3103,26.14749998,91.72797778,1273,cycle,high,8,0,04-10-2016,13:29:00,2016-10-04 13:29:00,0,3
10508,Others-CCCPS119a,2803,26.14754061,91.72797041,576,car,average,4,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,0
14444,Others-CCCPS8,1322,26.14754886,91.72799519,815,truck,average,4,0,04-10-2016,14:02:00,2016-10-04 14:02:00,3,0
5260,BHMNCPHST01,1200,26.14001386,91.73099967,757,car,average,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,0
13132,Others-CCCPS202,2937,26.14749053,91.72799688,1352,car,average,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,0
6572,BHMNCPNST01,485,26.14004753,91.73097233,381,car,average,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,0
15756,Others-CCCPS98,3103,26.14749998,91.72797778,1262,car,average,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,0
11820,Others-CCCPS135a,3883,26.14749943,91.72800489,3145,truck,average,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,3,0
12,BHMBCCMKT01,577,26.14453614,91.73617216,238,car,high,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,3
7884,Broad Street,690,26.13795775,91.74099445,639,car,high,6,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,3
17068,Shopping,1920,26.15050395,91.73353109,1430,car,average,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,0
9196,Others-CCCPS105a,2009,26.14747299,91.72804914,1452,car,average,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,0
1324,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,4,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,0
3948,BHMMBMMBX01,687,20.0000347,78.00000286,637,car,high,6,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,3
2636,BHMEURBRD01,470,26.14901995,91.7395035,446,car,average,4,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,0
3949,BHMMBMMBX01,687,20.0000347,78.00000286,627,truck,average,4,0,04-10-2016,14:29:00,2016-10-04 14:29:00,3,0
11821,Others-CCCPS135a,3883,26.14749943,91.72800489,3113,bike,average,5,0,04-10-2016,14:29:00,2016-10-04 14:29:00,1,0
13133,Others-CCCPS202,2937,26.14749053,91.72799688,1318,car,average,5,0,04-10-2016,14:29:00,2016-10-04 14:29:00,2,0
17069,Shopping,1920,26.15050395,91.73353109,1429,car,average,4,0,04-10-2016,14:29:00,2016-10-04 14:29:00,2,0
1325,BHMBCCTHL01,387,26.14449459,91.73620513,322,car,average,3,0,04-10-2016,14:29:00,2016-10-04 14:29:00,2,0
13,BHMBCCMKT01,577,26.14453614,91.73617216,215,truck,average,3,0,04-10-2016,14:29:00,2016-10-04 14:29:00,3,0
10509,Others-CCCPS119a,2803,26.14754061,91.72797041,560,car,average,4,0,04-10-2016,14:29:00,2016-10-04 14:29:00,2,0
2637,BHMEURBRD01,470,26.14901995,91.7395035,433,bike,average,4,0,04-10-2016,14:29:00,2016-10-04 14:29:00,1,0
9197,Others-CCCPS105a,2009,26.14747299,91.72804914,1420,bike,high,7,0,04-10-2016,14:29:00,2016-10-04 14:29:00,1,3
7885,Broad Street,690,26.13795775,91.74099445,621,car,average,4,0,04-10-2016,14:29:00,2016-10-04 14:29:00,2,0
15757,Others-CCCPS98,3103,26.14749998,91.72797778,1238,car,average,5,0,04-10-2016,14:29:00,2016-10-04 14:29:00,2,0
14445,Others-CCCPS8,1322,26.14754886,91.72799519,793,bike,average,4,0,04-10-2016,14:29:00,2016-10-04 14:29:00,1,0
6573,BHMNCPNST01,485,26.14004753,91.73097233,373,car,average,4,0,04-10-2016,14:29:00,2016-10-04 14:29:00,2,0
5261,BHMNCPHST01,1200,26.14001386,91.73099967,760,car,average,4,0,04-10-2016,14:29:00,2016-10-04 14:29:00,2,0
1326,BHMBCCTHL01,387,26.14449459,91.73620513,307,truck,average,4,0,04-10-2016,14:57:00,2016-10-04 14:57:00,3,0
3950,BHMMBMMBX01,687,20.0000347,78.00000286,593,cycle,average,4,0,04-10-2016,14:57:00,2016-10-04 14:57:00,0,0
11822,Others-CCCPS135a,3883,26.14749943,91.72800489,3011,car,average,6,0,04-10-2016,14:57:00,2016-10-04 14:57:00,2,0
6574,BHMNCPNST01,485,26.14004753,91.73097233,354,bike,average,4,0,04-10-2016,14:57:00,2016-10-04 14:57:00,1,0
17070,Shopping,1920,26.15050395,91.73353109,1381,car,average,5,0,04-10-2016,14:57:00,2016-10-04 14:57:00,2,0
10510,Others-CCCPS119a,2803,26.14754061,91.72797041,529,bike,average,4,0,04-10-2016,14:57:00,2016-10-04 14:57:00,1,0
